"Temperature_(K)" "Pressure_(MPa)" "Vap._Density_(mol/m3)" "Liq._Density_(mol/m3)"
4143
178 0.000000039394 0.000026618 10580
178.1 0.000000040077 0.000027064 10579
178.2 0.000000040771 0.000027518 10578
178.3 0.000000041476 0.000027978 10577
178.4 0.000000042193 0.000028446 10576
178.5 0.000000042921 0.00002892 10575
178.6 0.00000004366 0.000029402 10574
178.7 0.000000044413 0.000029892 10573
178.8 0.000000045176 0.000030388 10572
178.9 0.000000045951 0.000030893 10570
179 0.000000046739 0.000031405 10569
179.1 0.00000004754 0.000031925 10568
179.2 0.000000048352 0.000032453 10567
179.3 0.000000049178 0.000032989 10566
179.4 0.000000050017 0.000033533 10565
179.5 0.00000005087 0.000034085 10564
179.6 0.000000051735 0.000034646 10563
179.7 0.000000052614 0.000035215 10562
179.8 0.000000053507 0.000035792 10561
179.9 0.000000054414 0.000036379 10560
180 0.000000055335 0.000036974 10559
180.1 0.000000056271 0.000037578 10558
180.2 0.000000057221 0.000038192 10557
180.3 0.000000058186 0.000038814 10556
180.4 0.000000059165 0.000039446 10555
180.5 0.00000006016 0.000040087 10553
180.6 0.000000061171 0.000040738 10552
180.7 0.000000062199 0.000041398 10551
180.8 0.000000063241 0.000042069 10550
180.9 0.000000064299 0.000042749 10549
181 0.000000065373 0.00004344 10548
181.1 0.000000066464 0.00004414 10547
181.2 0.000000067572 0.000044851 10546
181.3 0.000000068697 0.000045573 10545
181.4 0.000000069839 0.000046305 10544
181.5 0.000000070999 0.000047048 10543
181.6 0.000000072177 0.000047802 10542
181.7 0.000000073371 0.000048567 10541
181.8 0.000000074586 0.000049343 10540
181.9 0.000000075819 0.000050131 10539
182 0.00000007707 0.00005093 10538
182.1 0.00000007834 0.000051741 10536
182.2 0.000000079629 0.000052564 10535
182.3 0.000000080939 0.000053399 10534
182.4 0.000000082268 0.000054246 10533
182.5 0.000000083616 0.000055105 10532
182.6 0.000000084986 0.000055977 10531
182.7 0.000000086374 0.000056861 10530
182.8 0.000000087786 0.000057758 10529
182.9 0.000000089218 0.000058669 10528
183 0.000000090672 0.000059592 10527
183.1 0.000000092148 0.000060529 10526
183.2 0.000000093646 0.000061479 10525
183.3 0.000000095165 0.000062443 10524
183.4 0.000000096708 0.000063421 10523
183.5 0.000000098274 0.000064412 10522
183.6 0.000000099863 0.000065418 10521
183.7 0.00000010148 0.000066439 10520
183.8 0.00000010311 0.000067474 10518
183.9 0.00000010477 0.000068523 10517
184 0.00000010646 0.000069588 10516
184.1 0.00000010817 0.000070668 10515
184.2 0.00000010991 0.000071763 10514
184.3 0.00000011167 0.000072874 10513
184.4 0.00000011346 0.000074001 10512
184.5 0.00000011527 0.000075143 10511
184.6 0.00000011711 0.000076302 10510
184.7 0.00000011898 0.000077477 10509
184.8 0.00000012088 0.000078668 10508
184.9 0.0000001228 0.000079877 10507
185 0.00000012475 0.000081102 10506
185.1 0.00000012673 0.000082345 10505
185.2 0.00000012874 0.000083605 10504
185.3 0.00000013078 0.000084883 10503
185.4 0.00000013284 0.000086178 10502
185.5 0.00000013494 0.000087492 10501
185.6 0.00000013707 0.000088824 10499
185.7 0.00000013923 0.000090175 10498
185.8 0.00000014142 0.000091544 10497
185.9 0.00000014364 0.000092932 10496
186 0.0000001459 0.00009434 10495
186.1 0.00000014818 0.000095767 10494
186.2 0.0000001505 0.000097214 10493
186.3 0.00000015286 0.000098681 10492
186.4 0.00000015524 0.00010017 10491
186.5 0.00000015766 0.00010168 10490
186.6 0.00000016012 0.0001032 10489
186.7 0.00000016261 0.00010475 10488
186.8 0.00000016514 0.00010632 10487
186.9 0.0000001677 0.00010792 10486
187 0.0000001703 0.00010953 10485
187.1 0.00000017294 0.00011117 10484
187.2 0.00000017561 0.00011283 10483
187.3 0.00000017832 0.00011451 10482
187.4 0.00000018107 0.00011621 10480
187.5 0.00000018386 0.00011794 10479
187.6 0.00000018669 0.00011969 10478
187.7 0.00000018956 0.00012146 10477
187.8 0.00000019247 0.00012326 10476
187.9 0.00000019542 0.00012509 10475
188 0.00000019841 0.00012693 10474
188.1 0.00000020145 0.00012881 10473
188.2 0.00000020452 0.0001307 10472
188.3 0.00000020764 0.00013263 10471
188.4 0.00000021081 0.00013458 10470
188.5 0.00000021401 0.00013655 10469
188.6 0.00000021727 0.00013855 10468
188.7 0.00000022056 0.00014058 10467
188.8 0.00000022391 0.00014264 10466
188.9 0.0000002273 0.00014472 10465
189 0.00000023074 0.00014683 10464
189.1 0.00000023422 0.00014897 10463
189.2 0.00000023776 0.00015114 10462
189.3 0.00000024134 0.00015333 10461
189.4 0.00000024497 0.00015556 10459
189.5 0.00000024865 0.00015782 10458
189.6 0.00000025239 0.0001601 10457
189.7 0.00000025617 0.00016242 10456
189.8 0.00000026001 0.00016476 10455
189.9 0.0000002639 0.00016714 10454
190 0.00000026784 0.00016955 10453
190.1 0.00000027184 0.00017198 10452
190.2 0.00000027589 0.00017446 10451
190.3 0.00000027999 0.00017696 10450
190.4 0.00000028416 0.0001795 10449
190.5 0.00000028838 0.00018207 10448
190.6 0.00000029265 0.00018467 10447
190.7 0.00000029699 0.00018731 10446
190.8 0.00000030138 0.00018998 10445
190.9 0.00000030584 0.00019269 10444
191 0.00000031035 0.00019543 10443
191.1 0.00000031493 0.00019821 10442
191.2 0.00000031956 0.00020102 10441
191.3 0.00000032426 0.00020387 10440
191.4 0.00000032903 0.00020675 10439
191.5 0.00000033385 0.00020968 10437
191.6 0.00000033875 0.00021264 10436
191.7 0.0000003437 0.00021564 10435
191.8 0.00000034873 0.00021868 10434
191.9 0.00000035382 0.00022175 10433
192 0.00000035898 0.00022487 10432
192.1 0.00000036421 0.00022803 10431
192.2 0.00000036951 0.00023123 10430
192.3 0.00000037487 0.00023446 10429
192.4 0.00000038032 0.00023774 10428
192.5 0.00000038583 0.00024106 10427
192.6 0.00000039141 0.00024443 10426
192.7 0.00000039707 0.00024783 10425
192.8 0.00000040281 0.00025128 10424
192.9 0.00000040862 0.00025477 10423
193 0.00000041451 0.00025831 10422
193.1 0.00000042047 0.00026189 10421
193.2 0.00000042652 0.00026552 10420
193.3 0.00000043264 0.00026919 10419
193.4 0.00000043884 0.00027291 10418
193.5 0.00000044513 0.00027668 10417
193.6 0.0000004515 0.00028049 10416
193.7 0.00000045795 0.00028435 10415
193.8 0.00000046449 0.00028826 10413
193.9 0.00000047111 0.00029222 10412
194 0.00000047781 0.00029623 10411
194.1 0.00000048461 0.00030028 10410
194.2 0.00000049149 0.00030439 10409
194.3 0.00000049846 0.00030855 10408
194.4 0.00000050553 0.00031276 10407
194.5 0.00000051268 0.00031703 10406
194.6 0.00000051993 0.00032134 10405
194.7 0.00000052727 0.00032571 10404
194.8 0.0000005347 0.00033014 10403
194.9 0.00000054224 0.00033461 10402
195 0.00000054987 0.00033915 10401
195.1 0.00000055759 0.00034374 10400
195.2 0.00000056542 0.00034838 10399
195.3 0.00000057334 0.00035309 10398
195.4 0.00000058137 0.00035785 10397
195.5 0.0000005895 0.00036267 10396
195.6 0.00000059774 0.00036754 10395
195.7 0.00000060608 0.00037248 10394
195.8 0.00000061452 0.00037748 10393
195.9 0.00000062308 0.00038254 10392
196 0.00000063174 0.00038766 10391
196.1 0.00000064051 0.00039284 10390
196.2 0.0000006494 0.00039809 10388
196.3 0.00000065839 0.0004034 10387
