"Temperature_(K)" "Pressure_(MPa)" "Vap._Density_(mol/m3)" "Liq._Density_(mol/m3)"
250.5 0.9651 595.79 9518.5
250.6 0.9681 597.8 9513.7
250.7 0.97111 599.81 9508.9
250.8 0.97413 601.82 9504.1
250.9 0.97715 603.84 9499.3
251 0.98017 605.87 9494.5
251.1 0.98321 607.91 9489.6
251.2 0.98625 609.95 9484.8
251.3 0.9893 612 9480
251.4 0.99236 614.05 9475.1
251.5 0.99542 616.11 9470.3
251.6 0.99849 618.18 9465.5
251.7 1.0016 620.26 9460.6
251.8 1.0047 622.34 9455.7
251.9 1.0077 624.43 9450.9
252 1.0108 626.52 9446
252.1 1.014 628.62 9441.1
252.2 1.0171 630.73 9436.2
252.3 1.0202 632.84 9431.3
252.4 1.0233 634.96 9426.4
252.5 1.0264 637.09 9421.5
252.6 1.0296 639.23 9416.6
252.7 1.0327 641.37 9411.7
252.8 1.0359 643.51 9406.8
252.9 1.0391 645.67 9401.8
253 1.0422 647.83 9396.9
253.1 1.0454 650 9392
253.2 1.0486 652.18 9387
253.3 1.0518 654.36 9382
253.4 1.055 656.55 9377.1
253.5 1.0582 658.75 9372.1
253.6 1.0614 660.95 9367.1
253.7 1.0646 663.16 9362.2
253.8 1.0678 665.38 9357.2
253.9 1.0711 667.6 9352.2
254 1.0743 669.84 9347.2
254.1 1.0776 672.08 9342.2
254.2 1.0808 674.32 9337.1
254.3 1.0841 676.58 9332.1
254.4 1.0874 678.84 9327.1
254.5 1.0906 681.11 9322
254.6 1.0939 683.39 9317
254.7 1.0972 685.67 9311.9
254.8 1.1005 687.96 9306.9
254.9 1.1038 690.26 9301.8
255 1.1071 692.56 9296.8
255.1 1.1105 694.88 9291.7
255.2 1.1138 697.2 9286.6
255.3 1.1171 699.53 9281.5
255.4 1.1205 701.86 9276.4
255.5 1.1238 704.21 9271.3
255.6 1.1272 706.56 9266.2
255.7 1.1306 708.92 9261.1
255.8 1.1339 711.29 9255.9
255.9 1.1373 713.66 9250.8
256 1.1407 716.05 9245.6
256.1 1.1441 718.44 9240.5
256.2 1.1475 720.83 9235.3
256.3 1.1509 723.24 9230.2
256.4 1.1543 725.66 9225
256.5 1.1578 728.08 9219.8
256.6 1.1612 730.51 9214.6
256.7 1.1646 732.95 9209.4
256.8 1.1681 735.39 9204.2
