"Temperature_(K)" "Pressure_(MPa)" "Vap._Density_(mol/m3)" "Liq._Density_(mol/m3)"
189.8 0.012148 7.7707 13618
189.9 0.012237 7.8244 13615
190 0.012328 7.8784 13613
190.1 0.012419 7.9327 13610
190.2 0.01251 7.9873 13607
190.3 0.012602 8.0422 13604
190.4 0.012694 8.0974 13602
190.5 0.012787 8.1529 13599
190.6 0.012881 8.2088 13596
190.7 0.012975 8.2649 13593
190.8 0.01307 8.3214 13591
190.9 0.013165 8.3781 13588
191 0.013261 8.4352 13585
191.1 0.013358 8.4926 13582
191.2 0.013455 8.5503 13580
191.3 0.013553 8.6083 13577
191.4 0.013651 8.6667 13574
191.5 0.01375 8.7254 13571
191.6 0.013849 8.7844 13569
191.7 0.013949 8.8437 13566
191.8 0.01405 8.9033 13563
191.9 0.014151 8.9633 13560
192 0.014253 9.0236 13558
192.1 0.014355 9.0842 13555
192.2 0.014458 9.1452 13552
192.3 0.014562 9.2064 13549
192.4 0.014666 9.2681 13547
192.5 0.014771 9.33 13544
192.6 0.014877 9.3923 13541
192.7 0.014983 9.4549 13538
192.8 0.015089 9.5179 13536
192.9 0.015197 9.5812 13533
193 0.015305 9.6448 13530
193.1 0.015413 9.7088 13527
193.2 0.015523 9.7732 13524
193.3 0.015633 9.8378 13522
193.4 0.015743 9.9028 13519
193.5 0.015854 9.9682 13516
193.6 0.015966 10.034 13513
193.7 0.016079 10.1 13511
193.8 0.016192 10.166 13508
193.9 0.016305 10.233 13505
194 0.01642 10.3 13502
194.1 0.016535 10.368 13500
194.2 0.016651 10.436 13497
194.3 0.016767 10.504 13494
194.4 0.016884 10.572 13491
194.5 0.017002 10.641 13489
194.6 0.01712 10.711 13486
194.7 0.01724 10.78 13483
194.8 0.017359 10.85 13480
194.9 0.01748 10.921 13477
195 0.017601 10.991 13475
195.1 0.017723 11.063 13472
195.2 0.017845 11.134 13469
195.3 0.017969 11.206 13466
195.4 0.018093 11.278 13464
195.5 0.018217 11.351 13461
195.6 0.018343 11.424 13458
195.7 0.018469 11.497 13455
195.8 0.018595 11.571 13453
195.9 0.018723 11.645 13450
196 0.018851 11.719 13447
196.1 0.01898 11.794 13444
196.2 0.01911 11.87 13441
196.3 0.01924 11.945 13439
196.4 0.019371 12.021 13436
196.5 0.019503 12.098 13433
196.6 0.019636 12.175 13430
196.7 0.019769 12.252 13428
196.8 0.019903 12.33 13425
196.9 0.020038 12.408 13422
197 0.020173 12.486 13419
197.1 0.020309 12.565 13416
197.2 0.020446 12.644 13414
197.3 0.020584 12.724 13411
197.4 0.020723 12.804 13408
197.5 0.020862 12.884 13405
197.6 0.021002 12.965 13403
197.7 0.021143 13.046 13400
197.8 0.021285 13.128 13397
197.9 0.021427 13.21 13394
198 0.02157 13.292 13391
198.1 0.021714 13.375 13389
198.2 0.021859 13.459 13386
198.3 0.022005 13.542 13383
198.4 0.022151 13.627 13380
198.5 0.022298 13.711 13377
198.6 0.022446 13.796 13375
198.7 0.022595 13.881 13372
198.8 0.022744 13.967 13369
198.9 0.022894 14.054 13366
199 0.023046 14.14 13363
199.1 0.023198 14.227 13361
199.2 0.02335 14.315 13358
199.3 0.023504 14.403 13355
199.4 0.023658 14.491 13352
199.5 0.023814 14.58 13349
199.6 0.02397 14.669 13347
199.7 0.024127 14.759 13344
199.8 0.024284 14.849 13341
199.9 0.024443 14.94 13338
200 0.024602 15.031 13336
200.1 0.024763 15.123 13333
200.2 0.024924 15.215 13330
200.3 0.025086 15.307 13327
200.4 0.025249 15.4 13324
200.5 0.025412 15.493 13322
200.6 0.025577 15.587 13319
200.7 0.025742 15.681 13316
200.8 0.025909 15.776 13313
200.9 0.026076 15.871 13310
201 0.026244 15.966 13307
201.1 0.026413 16.062 13305
201.2 0.026583 16.159 13302
201.3 0.026753 16.256 13299
201.4 0.026925 16.353 13296
201.5 0.027098 16.451 13293
201.6 0.027271 16.55 13291
201.7 0.027445 16.648 13288
201.8 0.02762 16.748 13285
201.9 0.027797 16.847 13282
202 0.027974 16.948 13279
202.1 0.028152 17.048 13277
202.2 0.02833 17.15 13274
202.3 0.02851 17.251 13271
202.4 0.028691 17.354 13268
202.5 0.028873 17.456 13265
202.6 0.029055 17.559 13263
202.7 0.029239 17.663 13260
202.8 0.029423 17.767 13257
202.9 0.029609 17.872 13254
203 0.029795 17.977 13251
203.1 0.029982 18.082 13248
203.2 0.03017 18.189 13246
203.3 0.03036 18.295 13243
203.4 0.03055 18.402 13240
203.5 0.030741 18.51 13237
203.6 0.030933 18.618 13234
203.7 0.031126 18.727 13232
203.8 0.03132 18.836 13229
203.9 0.031515 18.945 13226
204 0.031711 19.055 13223
204.1 0.031908 19.166 13220
204.2 0.032106 19.277 13217
204.3 0.032305 19.389 13215
204.4 0.032505 19.501 13212
204.5 0.032706 19.614 13209
204.6 0.032908 19.727 13206
204.7 0.033111 19.841 13203
204.8 0.033315 19.955 13200
204.9 0.033521 20.07 13198
205 0.033727 20.185 13195
205.1 0.033934 20.301 13192
205.2 0.034142 20.417 13189
205.3 0.034351 20.534 13186
205.4 0.034561 20.652 13183
205.5 0.034772 20.77 13181
205.6 0.034985 20.888 13178
205.7 0.035198 21.007 13175
205.8 0.035412 21.127 13172
205.9 0.035628 21.247 13169
206 0.035844 21.367 13166
206.1 0.036062 21.489 13164
206.2 0.03628 21.61 13161
206.3 0.0365 21.733 13158
206.4 0.036721 21.856 13155
206.5 0.036943 21.979 13152
206.6 0.037166 22.103 13149
206.7 0.03739 22.228 13147
206.8 0.037615 22.353 13144
206.9 0.037841 22.478 13141
207 0.038068 22.604 13138
207.1 0.038297 22.731 13135
207.2 0.038526 22.859 13132
207.3 0.038757 22.987 13129
207.4 0.038989 23.115 13127
207.5 0.039221 23.244 13124
207.6 0.039455 23.374 13121
207.7 0.03969 23.504 13118
207.8 0.039927 23.635 13115
207.9 0.040164 23.766 13112
208 0.040402 23.898 13110
208.1 0.040642 24.03 13107
208.2 0.040883 24.163 13104
208.3 0.041125 24.297 13101
208.4 0.041368 24.431 13098
208.5 0.041612 24.566 13095
208.6 0.041857 24.702 13092
208.7 0.042104 24.838 13090
208.8 0.042352 24.974 13087
208.9 0.042601 25.112 13084
209 0.042851 25.249 13081
209.1 0.043102 25.388 13078
209.2 0.043354 25.527 13075
209.3 0.043608 25.667 13072
209.4 0.043863 25.807 13070
209.5 0.044119 25.948 13067
209.6 0.044376 26.089 13064
209.7 0.044634 26.231 13061
209.8 0.044894 26.374 13058
209.9 0.045155 26.517 13055
210 0.045417 26.661 13052
210.1 0.04568 26.806 13049
210.2 0.045945 26.951 13047
210.3 0.04621 27.097 13044
210.4 0.046477 27.243 13041
210.5 0.046745 27.39 13038
210.6 0.047015 27.538 13035
210.7 0.047286 27.686 13032
210.8 0.047557 27.835 13029
210.9 0.047831 27.985 13027
211 0.048105 28.135 13024
211.1 0.048381 28.286 13021
211.2 0.048658 28.437 13018
211.3 0.048936 28.589 13015
211.4 0.049216 28.742 13012
211.5 0.049496 28.895 13009
211.6 0.049778 29.049 13006
211.7 0.050062 29.204 13004
211.8 0.050346 29.359 13001
211.9 0.050632 29.516 12998
212 0.05092 29.672 12995
212.1 0.051208 29.83 12992
212.2 0.051498 29.988 12989
212.3 0.051789 30.146 12986
212.4 0.052082 30.306 12983
212.5 0.052376 30.465 12980
212.6 0.052671 30.626 12978
212.7 0.052967 30.787 12975
212.8 0.053265 30.949 12972
212.9 0.053564 31.112 12969
213 0.053865 31.276 12966
213.1 0.054167 31.44 12963
213.2 0.05447 31.604 12960
213.3 0.054774 31.77 12957
213.4 0.05508 31.936 12954
213.5 0.055388 32.102 12952
213.6 0.055696 32.27 12949
213.7 0.056006 32.438 12946
213.8 0.056318 32.607 12943
213.9 0.056631 32.776 12940
214 0.056945 32.947 12937
214.1 0.05726 33.118 12934
214.2 0.057577 33.289 12931
214.3 0.057896 33.462 12928
214.4 0.058215 33.635 12925
214.5 0.058537 33.808 12923
214.6 0.058859 33.983 12920
214.7 0.059183 34.158 12917
214.8 0.059509 34.334 12914
214.9 0.059835 34.51 12911
215 0.060164 34.688 12908
215.1 0.060493 34.866 12905
215.2 0.060825 35.044 12902
215.3 0.061157 35.224 12899
215.4 0.061491 35.404 12896
215.5 0.061827 35.585 12893
215.6 0.062164 35.767 12891
215.7 0.062502 35.949 12888
215.8 0.062842 36.132 12885
215.9 0.063184 36.316 12882
216 0.063526 36.501 12879
216.1 0.063871 36.686 12876
216.2 0.064217 36.872 12873
216.3 0.064564 37.059 12870
216.4 0.064913 37.246 12867
216.5 0.065263 37.435 12864
216.6 0.065615 37.624 12861
216.7 0.065968 37.814 12858
216.8 0.066323 38.004 12856
216.9 0.066679 38.195 12853
217 0.067037 38.388 12850
217.1 0.067397 38.58 12847
217.2 0.067758 38.774 12844
217.3 0.06812 38.968 12841
217.4 0.068484 39.164 12838
217.5 0.06885 39.359 12835
217.6 0.069217 39.556 12832
217.7 0.069585 39.754 12829
217.8 0.069956 39.952 12826
217.9 0.070327 40.151 12823
218 0.070701 40.351 12820
218.1 0.071076 40.551 12818
218.2 0.071452 40.753 12815
218.3 0.07183 40.955 12812
218.4 0.07221 41.158 12809
218.5 0.072591 41.362 12806
218.6 0.072974 41.566 12803
218.7 0.073358 41.771 12800
218.8 0.073745 41.978 12797
218.9 0.074132 42.184 12794
219 0.074522 42.392 12791
219.1 0.074912 42.601 12788
219.2 0.075305 42.81 12785
219.3 0.075699 43.02 12782
219.4 0.076095 43.231 12779
219.5 0.076492 43.443 12776
219.6 0.076892 43.656 12773
219.7 0.077292 43.869 12770
219.8 0.077695 44.083 12768
219.9 0.078099 44.298 12765
220 0.078504 44.514 12762
220.1 0.078912 44.731 12759
220.2 0.079321 44.949 12756
220.3 0.079732 45.167 12753
220.4 0.080144 45.386 12750
220.5 0.080558 45.606 12747
220.6 0.080974 45.827 12744
220.7 0.081391 46.049 12741
220.8 0.081811 46.271 12738
220.9 0.082232 46.495 12735
221 0.082654 46.719 12732
221.1 0.083079 46.944 12729
221.2 0.083505 47.17 12726
221.3 0.083932 47.397 12723
221.4 0.084362 47.625 12720
221.5 0.084793 47.853 12717
221.6 0.085226 48.083 12714
221.7 0.085661 48.313 12711
221.8 0.086097 48.544 12708
221.9 0.086536 48.776 12705
222 0.086976 49.009 12702
222.1 0.087417 49.243 12699
222.2 0.087861 49.477 12696
222.3 0.088306 49.713 12693
222.4 0.088753 49.949 12690
222.5 0.089202 50.187 12688
222.6 0.089653 50.425 12685
222.7 0.090106 50.664 12682
222.8 0.09056 50.904 12679
222.9 0.091016 51.145 12676
223 0.091474 51.386 12673
223.1 0.091934 51.629 12670
223.2 0.092395 51.873 12667
223.3 0.092858 52.117 12664
223.4 0.093324 52.362 12661
223.5 0.093791 52.609 12658
223.6 0.09426 52.856 12655
223.7 0.09473 53.104 12652
223.8 0.095203 53.353 12649
223.9 0.095677 53.603 12646
224 0.096154 53.853 12643
224.1 0.096632 54.105 12640
224.2 0.097112 54.358 12637
224.3 0.097594 54.611 12634
224.4 0.098077 54.866 12631
224.5 0.098563 55.121 12628
224.6 0.099051 55.378 12625
224.7 0.09954 55.635 12622
224.8 0.10003 55.893 12619
224.9 0.10052 56.153 12616
225 0.10102 56.413 12613
225.1 0.10152 56.674 12610
225.2 0.10202 56.936 12607
225.3 0.10252 57.199 12604
225.4 0.10302 57.463 12601
225.5 0.10352 57.728 12598
225.6 0.10403 57.994 12595
225.7 0.10454 58.26 12592
225.8 0.10505 58.528 12589
225.9 0.10556 58.797 12586
226 0.10608 59.067 12583
226.1 0.10659 59.337 12580
226.2 0.10711 59.609 12577
226.3 0.10763 59.882 12574
226.4 0.10816 60.155 12571
226.5 0.10868 60.43 12568
226.6 0.10921 60.706 12565
226.7 0.10974 60.982 12562
226.8 0.11027 61.26 12559
226.9 0.1108 61.538 12556
227 0.11133 61.818 12553
227.1 0.11187 62.098 12550
227.2 0.11241 62.38 12547
227.3 0.11295 62.662 12544
227.4 0.11349 62.946 12541
227.5 0.11404 63.231 12537
227.6 0.11458 63.516 12534
227.7 0.11513 63.803 12531
227.8 0.11568 64.09 12528
227.9 0.11624 64.379 12525
228 0.11679 64.668 12522
228.1 0.11735 64.959 12519
228.2 0.11791 65.251 12516
228.3 0.11847 65.544 12513
228.4 0.11903 65.837 12510
228.5 0.1196 66.132 12507
228.6 0.12016 66.428 12504
228.7 0.12073 66.725 12501
228.8 0.12131 67.023 12498
228.9 0.12188 67.321 12495
229 0.12246 67.621 12492
229.1 0.12303 67.922 12489
229.2 0.12361 68.224 12486
229.3 0.1242 68.528 12483
229.4 0.12478 68.832 12480
229.5 0.12537 69.137 12477
229.6 0.12596 69.443 12474
229.7 0.12655 69.751 12471
229.8 0.12714 70.059 12468
229.9 0.12774 70.369 12465
230 0.12833 70.679 12461
230.1 0.12893 70.991 12458
230.2 0.12953 71.304 12455
230.3 0.13014 71.617 12452
230.4 0.13074 71.932 12449
230.5 0.13135 72.248 12446
230.6 0.13196 72.565 12443
230.7 0.13258 72.883 12440
230.8 0.13319 73.203 12437
230.9 0.13381 73.523 12434
231 0.13443 73.844 12431
231.1 0.13505 74.167 12428
231.2 0.13567 74.491 12425
231.3 0.1363 74.815 12422
231.4 0.13693 75.141 12419
231.5 0.13756 75.468 12416
231.6 0.13819 75.796 12412
231.7 0.13883 76.126 12409
231.8 0.13947 76.456 12406
231.9 0.14011 76.787 12403
232 0.14075 77.12 12400
232.1 0.14139 77.454 12397
232.2 0.14204 77.789 12394
232.3 0.14269 78.125 12391
232.4 0.14334 78.462 12388
232.5 0.14399 78.8 12385
232.6 0.14465 79.139 12382
232.7 0.14531 79.48 12379
232.8 0.14597 79.822 12375
232.9 0.14663 80.164 12372
233 0.1473 80.509 12369
233.1 0.14797 80.854 12366
233.2 0.14864 81.2 12363
233.3 0.14931 81.548 12360
233.4 0.14998 81.896 12357
233.5 0.15066 82.246 12354
233.6 0.15134 82.597 12351
233.7 0.15202 82.949 12348
233.8 0.15271 83.303 12345
233.9 0.15339 83.657 12341
234 0.15408 84.013 12338
234.1 0.15477 84.37 12335
234.2 0.15547 84.728 12332
234.3 0.15616 85.087 12329
234.4 0.15686 85.448 12326
234.5 0.15756 85.809 12323
234.6 0.15827 86.172 12320
234.7 0.15897 86.536 12317
234.8 0.15968 86.902 12313
234.9 0.16039 87.268 12310
235 0.16111 87.636 12307
235.1 0.16182 88.005 12304
235.2 0.16254 88.375 12301
235.3 0.16326 88.746 12298
235.4 0.16398 89.119 12295
235.5 0.16471 89.493 12292
235.6 0.16544 89.868 12289
235.7 0.16617 90.244 12285
235.8 0.1669 90.622 12282
235.9 0.16764 91 12279
236 0.16838 91.38 12276
236.1 0.16912 91.762 12273
236.2 0.16986 92.144 12270
236.3 0.17061 92.528 12267
236.4 0.17135 92.913 12264
236.5 0.17211 93.299 12260
236.6 0.17286 93.687 12257
236.7 0.17362 94.075 12254
236.8 0.17437 94.466 12251
236.9 0.17514 94.857 12248
237 0.1759 95.249 12245
237.1 0.17667 95.643 12242
237.2 0.17743 96.039 12238
237.3 0.17821 96.435 12235
237.4 0.17898 96.833 12232
237.5 0.17976 97.232 12229
237.6 0.18054 97.632 12226
237.7 0.18132 98.034 12223
237.8 0.1821 98.436 12220
237.9 0.18289 98.841 12216
238 0.18368 99.246 12213
238.1 0.18447 99.653 12210
238.2 0.18527 100.06 12207
238.3 0.18606 100.47 12204
238.4 0.18687 100.88 12201
238.5 0.18767 101.29 12197
238.6 0.18847 101.71 12194
238.7 0.18928 102.12 12191
238.8 0.19009 102.54 12188
238.9 0.19091 102.95 12185
239 0.19172 103.37 12182
239.1 0.19254 103.79 12178
239.2 0.19336 104.21 12175
239.3 0.19419 104.64 12172
239.4 0.19502 105.06 12169
239.5 0.19585 105.49 12166
239.6 0.19668 105.91 12163
239.7 0.19751 106.34 12159
239.8 0.19835 106.77 12156
239.9 0.19919 107.2 12153
240 0.20004 107.63 12150
240.1 0.20088 108.07 12147
240.2 0.20173 108.5 12144
240.3 0.20258 108.94 12140
240.4 0.20344 109.38 12137
240.5 0.2043 109.82 12134
240.6 0.20516 110.26 12131
240.7 0.20602 110.7 12128
240.8 0.20689 111.14 12124
240.9 0.20776 111.59 12121
241 0.20863 112.03 12118
241.1 0.2095 112.48 12115
241.2 0.21038 112.93 12112
241.3 0.21126 113.38 12108
241.4 0.21214 113.83 12105
241.5 0.21303 114.28 12102
241.6 0.21392 114.74 12099
241.7 0.21481 115.19 12096
241.8 0.2157 115.65 12092
241.9 0.2166 116.11 12089
242 0.2175 116.57 12086
242.1 0.2184 117.03 12083
242.2 0.21931 117.5 12080
242.3 0.22021 117.96 12076
242.4 0.22113 118.43 12073
242.5 0.22204 118.89 12070
242.6 0.22296 119.36 12067
242.7 0.22388 119.83 12063
242.8 0.2248 120.31 12060
242.9 0.22573 120.78 12057
243 0.22666 121.25 12054
243.1 0.22759 121.73 12051
243.2 0.22852 122.21 12047
243.3 0.22946 122.69 12044
243.4 0.2304 123.17 12041
243.5 0.23135 123.65 12038
243.6 0.23229 124.13 12034
243.7 0.23324 124.62 12031
243.8 0.23419 125.1 12028
243.9 0.23515 125.59 12025
244 0.23611 126.08 12022
244.1 0.23707 126.57 12018
244.2 0.23803 127.07 12015
244.3 0.239 127.56 12012
244.4 0.23997 128.06 12009
244.5 0.24095 128.55 12005
244.6 0.24192 129.05 12002
244.7 0.2429 129.55 11999
244.8 0.24389 130.05 11996
244.9 0.24487 130.56 11992
245 0.24586 131.06 11989
245.1 0.24685 131.57 11986
245.2 0.24785 132.08 11983
245.3 0.24885 132.59 11979
245.4 0.24985 133.1 11976
245.5 0.25085 133.61 11973
245.6 0.25186 134.12 11969
245.7 0.25287 134.64 11966
245.8 0.25388 135.16 11963
245.9 0.2549 135.68 11960
246 0.25592 136.2 11956
246.1 0.25694 136.72 11953
246.2 0.25797 137.24 11950
246.3 0.259 137.77 11947
246.4 0.26003 138.29 11943
246.5 0.26107 138.82 11940
246.6 0.2621 139.35 11937
246.7 0.26315 139.88 11933
246.8 0.26419 140.42 11930
246.9 0.26524 140.95 11927
247 0.26629 141.49 11924
247.1 0.26735 142.03 11920
247.2 0.2684 142.57 11917
247.3 0.26946 143.11 11914
247.4 0.27053 143.65 11910
247.5 0.2716 144.19 11907
247.6 0.27267 144.74 11904
247.7 0.27374 145.29 11901
247.8 0.27482 145.84 11897
247.9 0.2759 146.39 11894
248 0.27698 146.94 11891
248.1 0.27807 147.5 11887
248.2 0.27916 148.05 11884
248.3 0.28025 148.61 11881
248.4 0.28135 149.17 11877
248.5 0.28245 149.73 11874
248.6 0.28355 150.29 11871
248.7 0.28466 150.86 11868
248.8 0.28577 151.42 11864
248.9 0.28688 151.99 11861
249 0.288 152.56 11858
249.1 0.28912 153.13 11854
249.2 0.29024 153.7 11851
249.3 0.29136 154.28 11848
249.4 0.29249 154.85 11844
249.5 0.29363 155.43 11841
249.6 0.29476 156.01 11838
249.7 0.2959 156.59 11834
249.8 0.29705 157.18 11831
249.9 0.29819 157.76 11828
250 0.29934 158.35 11824
250.1 0.3005 158.93 11821
250.2 0.30165 159.52 11818
250.3 0.30281 160.12 11814
250.4 0.30398 160.71 11811
250.5 0.30514 161.3 11808
250.6 0.30631 161.9 11804
250.7 0.30749 162.5 11801
250.8 0.30866 163.1 11798
250.9 0.30984 163.7 11794
251 0.31103 164.31 11791
251.1 0.31221 164.91 11787
251.2 0.31341 165.52 11784
251.3 0.3146 166.13 11781
251.4 0.3158 166.74 11777
251.5 0.317 167.35 11774
251.6 0.3182 167.97 11771
251.7 0.31941 168.58 11767
251.8 0.32062 169.2 11764
251.9 0.32184 169.82 11761
252 0.32306 170.44 11757
252.1 0.32428 171.07 11754
252.2 0.3255 171.69 11750
252.3 0.32673 172.32 11747
252.4 0.32797 172.95 11744
252.5 0.3292 173.58 11740
252.6 0.33044 174.21 11737
252.7 0.33169 174.85 11734
252.8 0.33293 175.49 11730
252.9 0.33418 176.12 11727
253 0.33544 176.76 11723
253.1 0.33669 177.41 11720
253.2 0.33796 178.05 11717
253.3 0.33922 178.7 11713
253.4 0.34049 179.34 11710
253.5 0.34176 179.99 11706
253.6 0.34304 180.64 11703
253.7 0.34432 181.3 11700
253.8 0.3456 181.95 11696
253.9 0.34689 182.61 11693
254 0.34818 183.27 11689
254.1 0.34947 183.93 11686
254.2 0.35077 184.59 11683
254.3 0.35207 185.26 11679
254.4 0.35337 185.92 11676
254.5 0.35468 186.59 11672
254.6 0.35599 187.26 11669
254.7 0.35731 187.93 11666
254.8 0.35863 188.61 11662
254.9 0.35995 189.29 11659
255 0.36128 189.96 11655
255.1 0.36261 190.64 11652
255.2 0.36394 191.33 11648
255.3 0.36528 192.01 11645
255.4 0.36662 192.7 11642
255.5 0.36797 193.38 11638
255.6 0.36932 194.07 11635
255.7 0.37067 194.77 11631
255.8 0.37203 195.46 11628
255.9 0.37339 196.16 11624
256 0.37475 196.85 11621
256.1 0.37612 197.55 11617
256.2 0.37749 198.25 11614
256.3 0.37887 198.96 11611
256.4 0.38025 199.66 11607
256.5 0.38163 200.37 11604
256.6 0.38302 201.08 11600
256.7 0.38441 201.79 11597
256.8 0.3858 202.51 11593
256.9 0.3872 203.22 11590
257 0.3886 203.94 11586
257.1 0.39001 204.66 11583
257.2 0.39142 205.38 11579
257.3 0.39283 206.11 11576
257.4 0.39425 206.83 11572
257.5 0.39567 207.56 11569
257.6 0.3971 208.29 11565
257.7 0.39853 209.03 11562
257.8 0.39996 209.76 11558
257.9 0.4014 210.5 11555
258 0.40284 211.23 11552
258.1 0.40429 211.98 11548
258.2 0.40574 212.72 11545
