"Temperature_(K)" "Pressure_(MPa)" "Vap._Density_(mol/m3)" "Liq._Density_(mol/m3)"
113.89 1.33E-06 0.0014002 17541
114.01 1.36E-06 0.0014354 17537
114.13 1.40E-06 0.0014715 17534
114.25 1.43E-06 0.0015084 17531
114.37 1.47E-06 0.0015461 17528
114.49 1.51E-06 0.0015847 17524
114.61 1.55E-06 0.0016241 17521
114.73 1.59E-06 0.0016645 17518
114.85 1.63E-06 0.0017057 17515
114.97 1.67E-06 0.0017478 17511
115.09 1.71E-06 0.0017909 17508
115.21 1.76E-06 0.0018349 17505
115.33 1.80E-06 0.00188 17502
115.45 1.85E-06 0.001926 17498
115.57 1.90E-06 0.001973 17495
115.69 1.94E-06 0.002021 17492
115.81 1.99E-06 0.0020701 17489
115.93 2.04E-06 0.0021203 17486
116.05 2.10E-06 0.0021715 17482
116.17 2.15E-06 0.0022239 17479
116.29 2.20E-06 0.0022774 17476
116.41 2.26E-06 0.0023321 17473
116.53 2.31E-06 0.0023879 17469
116.65 2.37E-06 0.002445 17466
116.77 2.43E-06 0.0025033 17463
116.89 2.49E-06 0.0025628 17460
117.01 2.55E-06 0.0026236 17456
117.13 2.62E-06 0.0026856 17453
117.25 2.68E-06 0.002749 17450
117.37 2.75E-06 0.0028138 17447
117.49 2.81E-06 0.0028799 17444
117.61 2.88E-06 0.0029474 17440
117.73 2.95E-06 0.0030163 17437
117.85 3.02E-06 0.0030867 17434
117.97 3.10E-06 0.0031585 17431
118.09 3.17E-06 0.0032318 17427
118.21 3.25E-06 0.0033067 17424
118.33 3.33E-06 0.0033831 17421
118.45 3.41E-06 0.0034611 17418
118.57 3.49E-06 0.0035407 17415
118.69 3.57E-06 0.0036219 17411
118.81 3.66E-06 0.0037048 17408
118.93 3.75E-06 0.0037894 17405
119.05 3.84E-06 0.0038758 17402
119.17 3.93E-06 0.0039639 17398
119.29 4.02E-06 0.0040538 17395
119.41 4.12E-06 0.0041455 17392
119.53 4.21E-06 0.0042391 17389
119.65 4.31E-06 0.0043345 17386
119.77 4.41E-06 0.0044319 17382
119.89 4.52E-06 0.0045312 17379
120.01 4.62E-06 0.0046326 17376
120.13 4.73E-06 0.0047359 17373
120.25 4.84E-06 0.0048413 17369
120.37 4.95E-06 0.0049488 17366
120.49 5.07E-06 0.0050585 17363
120.61 5.18E-06 0.0051703 17360
120.73 5.30E-06 0.0052843 17357
120.85 5.43E-06 0.0054006 17353
120.97 5.55E-06 0.0055191 17350
121.09 5.68E-06 0.00564 17347
121.21 5.81E-06 0.0057632 17344
121.33 5.94E-06 0.0058888 17341
121.45 6.08E-06 0.0060169 17337
121.57 6.21E-06 0.0061475 17334
121.7 6.35E-06 0.0062806 17331
121.82 6.50E-06 0.0064162 17328
121.94 6.65E-06 0.0065545 17324
122.06 6.79E-06 0.0066954 17321
122.18 6.95E-06 0.006839 17318
122.3 7.10E-06 0.0069854 17315
122.42 7.26E-06 0.0071346 17312
122.54 7.42E-06 0.0072866 17308
122.66 7.59E-06 0.0074415 17305
122.78 7.76E-06 0.0075993 17302
122.9 7.93E-06 0.0077601 17299
123.02 8.10E-06 0.0079239 17296
123.14 8.28E-06 0.0080908 17292
123.26 8.47E-06 0.0082608 17289
123.38 8.65E-06 0.008434 17286
123.5 8.84E-06 0.0086105 17283
123.62 9.03E-06 0.0087902 17279
123.74 9.23E-06 0.0089732 17276
123.86 9.43E-06 0.0091597 17273
123.98 9.64E-06 0.0093496 17270
124.1 9.85E-06 0.009543 17267
124.22 1.01E-05 0.0097399 17263
124.34 1.03E-05 0.0099405 17260
124.46 1.05E-05 0.010145 17257
124.58 1.07E-05 0.010353 17254
124.7 1.10E-05 0.010564 17251
124.82 1.12E-05 0.01078 17247
124.94 1.14E-05 0.010999 17244
125.06 1.17E-05 0.011223 17241
125.18 1.19E-05 0.01145 17238
125.3 1.22E-05 0.011682 17235
125.42 1.24E-05 0.011918 17231
125.54 1.27E-05 0.012158 17228
125.66 1.30E-05 0.012402 17225
125.78 1.32E-05 0.01265 17222
125.9 1.35E-05 0.012903 17219
126.02 1.38E-05 0.013161 17215
126.14 1.41E-05 0.013423 17212
126.26 1.44E-05 0.01369 17209
126.38 1.47E-05 0.013961 17206
126.5 1.50E-05 0.014237 17203
126.62 1.53E-05 0.014518 17199
126.74 1.56E-05 0.014804 17196
126.86 1.59E-05 0.015095 17193
126.98 1.62E-05 0.015391 17190
127.1 1.66E-05 0.015692 17187
127.22 1.69E-05 0.015998 17183
127.34 1.73E-05 0.01631 17180
127.46 1.76E-05 0.016627 17177
127.58 1.80E-05 0.016949 17174
127.7 1.83E-05 0.017277 17171
127.82 1.87E-05 0.01761 17167
127.94 1.91E-05 0.017949 17164
128.06 1.95E-05 0.018294 17161
128.18 1.99E-05 0.018645 17158
128.3 2.03E-05 0.019002 17155
128.42 2.07E-05 0.019365 17151
128.54 2.11E-05 0.019734 17148
128.66 2.15E-05 0.020109 17145
128.78 2.19E-05 0.02049 17142
128.9 2.24E-05 0.020878 17139
129.02 2.28E-05 0.021272 17135
129.14 2.33E-05 0.021673 17132
129.26 2.37E-05 0.022081 17129
129.38 2.42E-05 0.022495 17126
129.5 2.47E-05 0.022916 17123
129.62 2.52E-05 0.023344 17119
129.74 2.57E-05 0.023779 17116
129.86 2.62E-05 0.024222 17113
129.98 2.67E-05 0.024671 17110
130.1 2.72E-05 0.025128 17107
130.22 2.77E-05 0.025592 17103
130.34 2.82E-05 0.026064 17100
130.46 2.88E-05 0.026544 17097
130.58 2.93E-05 0.027031 17094
130.7 2.99E-05 0.027527 17091
130.82 3.05E-05 0.02803 17087
130.94 3.11E-05 0.028541 17084
131.06 3.17E-05 0.029061 17081
131.18 3.23E-05 0.029588 17078
131.3 3.29E-05 0.030125 17075
131.42 3.35E-05 0.030669 17071
131.54 3.41E-05 0.031223 17068
131.66 3.48E-05 0.031785 17065
131.78 3.55E-05 0.032356 17062
131.9 3.61E-05 0.032937 17059
132.02 3.68E-05 0.033526 17055
132.14 3.75E-05 0.034124 17052
132.26 3.82E-05 0.034732 17049
132.38 3.89E-05 0.03535 17046
132.5 3.96E-05 0.035977 17043
132.62 4.04E-05 0.036614 17040
132.74 4.11E-05 0.037261 17036
132.86 4.19E-05 0.037918 17033
132.98 4.27E-05 0.038585 17030
133.1 4.34E-05 0.039262 17027
133.22 4.42E-05 0.03995 17024
133.34 4.51E-05 0.040648 17020
133.46 4.59E-05 0.041357 17017
133.58 4.67E-05 0.042077 17014
133.7 4.76E-05 0.042808 17011
133.82 4.85E-05 0.04355 17008
133.94 4.93E-05 0.044303 17004
134.06 5.02E-05 0.045067 17001
134.18 5.11E-05 0.045844 16998
134.3 5.21E-05 0.046631 16995
134.42 5.30E-05 0.047431 16992
134.54 5.40E-05 0.048243 16988
134.66 5.49E-05 0.049067 16985
134.78 5.59E-05 0.049903 16982
134.9 5.69E-05 0.050752 16979
135.02 5.79E-05 0.051613 16976
135.14 5.90E-05 0.052487 16973
135.26 6.00E-05 0.053374 16969
135.38 6.11E-05 0.054274 16966
135.5 6.22E-05 0.055188 16963
135.62 6.33E-05 0.056115 16960
135.74 6.44E-05 0.057055 16957
135.86 6.55E-05 0.058009 16953
135.98 6.67E-05 0.058978 16950
136.1 6.78E-05 0.05996 16947
136.22 6.90E-05 0.060957 16944
136.34 7.02E-05 0.061968 16941
136.46 7.15E-05 0.062993 16937
136.58 7.27E-05 0.064034 16934
136.7 7.40E-05 0.065089 16931
136.82 7.53E-05 0.06616 16928
136.94 7.66E-05 0.067246 16925
137.07 7.79E-05 0.068348 16922
137.19 7.92E-05 0.069465 16918
137.31 8.06E-05 0.070598 16915
137.43 8.20E-05 0.071748 16912
137.55 8.34E-05 0.072914 16909
137.67 8.48E-05 0.074096 16906
137.79 8.62E-05 0.075295 16902
137.91 8.77E-05 0.07651 16899
138.03 8.92E-05 0.077743 16896
138.15 9.07E-05 0.078994 16893
138.27 9.23E-05 0.080261 16890
138.39 9.38E-05 0.081547 16886
138.51 9.54E-05 0.08285 16883
138.63 9.70E-05 0.084172 16880
138.75 9.86E-05 0.085511 16877
138.87 0.00010028 0.08687 16874
138.99 0.00010196 0.088247 16871
139.11 0.00010366 0.089643 16867
139.23 0.00010539 0.091058 16864
139.35 0.00010714 0.092493 16861
139.47 0.00010892 0.093947 16858
139.59 0.00011073 0.095421 16855
139.71 0.00011256 0.096916 16851
139.83 0.00011441 0.09843 16848
139.95 0.0001163 0.099966 16845
140.07 0.00011821 0.10152 16842
140.19 0.00012015 0.1031 16839
140.31 0.00012211 0.1047 16835
140.43 0.00012411 0.10632 16832
140.55 0.00012613 0.10796 16829
140.67 0.00012819 0.10962 16826
140.79 0.00013027 0.11131 16823
140.91 0.00013238 0.11302 16820
141.03 0.00013452 0.11475 16816
141.15 0.00013669 0.1165 16813
141.27 0.0001389 0.11828 16810
141.39 0.00014113 0.12008 16807
141.51 0.00014339 0.1219 16804
141.63 0.00014569 0.12375 16800
141.75 0.00014802 0.12562 16797
141.87 0.00015038 0.12752 16794
141.99 0.00015278 0.12944 16791
142.11 0.00015521 0.13139 16788
142.23 0.00015767 0.13336 16785
142.35 0.00016017 0.13536 16781
142.47 0.0001627 0.13738 16778
142.59 0.00016527 0.13943 16775
142.71 0.00016787 0.14151 16772
142.83 0.0001705 0.14361 16769
142.95 0.00017318 0.14574 16765
143.07 0.00017589 0.1479 16762
143.19 0.00017864 0.15009 16759
143.31 0.00018142 0.1523 16756
143.43 0.00018425 0.15454 16753
143.55 0.00018711 0.15681 16749
143.67 0.00019001 0.15911 16746
143.79 0.00019295 0.16144 16743
143.91 0.00019593 0.16379 16740
144.03 0.00019895 0.16618 16737
144.15 0.00020201 0.1686 16734
144.27 0.00020511 0.17104 16730
144.39 0.00020826 0.17352 16727
144.51 0.00021144 0.17603 16724
144.63 0.00021467 0.17857 16721
144.75 0.00021794 0.18114 16718
144.87 0.00022125 0.18375 16714
144.99 0.00022461 0.18638 16711
145.11 0.00022802 0.18905 16708
145.23 0.00023146 0.19175 16705
145.35 0.00023496 0.19448 16702
145.47 0.0002385 0.19725 16699
145.59 0.00024208 0.20005 16695
145.71 0.00024572 0.20289 16692
145.83 0.0002494 0.20576 16689
145.95 0.00025313 0.20867 16686
146.07 0.0002569 0.21161 16683
146.19 0.00026073 0.21458 16679
146.31 0.00026461 0.21759 16676
146.43 0.00026853 0.22064 16673
146.55 0.00027251 0.22373 16670
146.67 0.00027654 0.22685 16667
146.79 0.00028062 0.23001 16664
146.91 0.00028475 0.23321 16660
147.03 0.00028894 0.23644 16657
147.15 0.00029318 0.23972 16654
147.27 0.00029747 0.24303 16651
147.39 0.00030182 0.24639 16648
147.51 0.00030622 0.24978 16644
147.63 0.00031068 0.25321 16641
147.75 0.0003152 0.25668 16638
147.87 0.00031977 0.2602 16635
147.99 0.0003244 0.26375 16632
148.11 0.00032909 0.26735 16628
148.23 0.00033384 0.27099 16625
148.35 0.00033864 0.27467 16622
148.47 0.00034351 0.27839 16619
148.59 0.00034844 0.28216 16616
148.71 0.00035343 0.28597 16613
148.83 0.00035848 0.28983 16609
148.95 0.0003636 0.29372 16606
149.07 0.00036877 0.29767 16603
149.19 0.00037401 0.30166 16600
149.31 0.00037932 0.30569 16597
149.43 0.00038469 0.30978 16593
149.55 0.00039013 0.3139 16590
149.67 0.00039563 0.31808 16587
149.79 0.00040121 0.3223 16584
149.91 0.00040685 0.32657 16581
150.03 0.00041255 0.33089 16577
150.15 0.00041833 0.33526 16574
150.27 0.00042418 0.33968 16571
150.39 0.0004301 0.34414 16568
150.51 0.00043609 0.34866 16565
150.63 0.00044215 0.35323 16562
150.75 0.00044829 0.35785 16558
150.87 0.0004545 0.36252 16555
150.99 0.00046078 0.36724 16552
151.11 0.00046714 0.37201 16549
151.23 0.00047357 0.37684 16546
151.35 0.00048009 0.38172 16542
151.47 0.00048667 0.38666 16539
151.59 0.00049334 0.39165 16536
151.71 0.00050009 0.39669 16533
151.83 0.00050691 0.40179 16530
151.95 0.00051382 0.40694 16527
152.07 0.00052081 0.41216 16523
152.19 0.00052788 0.41743 16520
152.31 0.00053503 0.42275 16517
152.44 0.00054227 0.42813 16514
152.56 0.00054959 0.43358 16511
152.68 0.000557 0.43908 16507
152.8 0.00056449 0.44464 16504
152.92 0.00057207 0.45026 16501
153.04 0.00057974 0.45594 16498
153.16 0.0005875 0.46168 16495
153.28 0.00059534 0.46748 16491
153.4 0.00060328 0.47335 16488
153.52 0.00061131 0.47928 16485
153.64 0.00061943 0.48527 16482
153.76 0.00062764 0.49132 16479
153.88 0.00063595 0.49744 16475
154 0.00064435 0.50362 16472
154.12 0.00065285 0.50987 16469
154.24 0.00066144 0.51619 16466
154.36 0.00067013 0.52257 16463
154.48 0.00067893 0.52901 16460
154.6 0.00068781 0.53553 16456
154.72 0.0006968 0.54211 16453
154.84 0.0007059 0.54876 16450
154.96 0.00071509 0.55548 16447
155.08 0.00072439 0.56227 16444
155.2 0.00073379 0.56914 16440
155.32 0.00074329 0.57607 16437
155.44 0.0007529 0.58307 16434
155.56 0.00076262 0.59015 16431
155.68 0.00077245 0.59729 16428
155.8 0.00078238 0.60452 16424
155.92 0.00079243 0.61181 16421
156.04 0.00080258 0.61918 16418
156.16 0.00081285 0.62663 16415
156.28 0.00082323 0.63415 16412
156.4 0.00083373 0.64174 16408
156.52 0.00084433 0.64942 16405
156.64 0.00085506 0.65717 16402
156.76 0.0008659 0.665 16399
156.88 0.00087686 0.67291 16396
157 0.00088794 0.6809 16393
157.12 0.00089914 0.68896 16389
157.24 0.00091046 0.69711 16386
157.36 0.00092191 0.70534 16383
157.48 0.00093347 0.71366 16380
157.6 0.00094517 0.72205 16377
157.72 0.00095698 0.73053 16373
157.84 0.00096893 0.73909 16370
157.96 0.000981 0.74774 16367
158.08 0.0009932 0.75647 16364
158.2 0.0010055 0.76529 16361
158.32 0.001018 0.7742 16357
158.44 0.0010306 0.78319 16354
158.56 0.0010433 0.79227 16351
158.68 0.0010562 0.80144 16348
158.8 0.0010692 0.8107 16345
158.92 0.0010823 0.82005 16341
159.04 0.0010956 0.82948 16338
159.16 0.001109 0.83902 16335
159.28 0.0011225 0.84864 16332
159.4 0.0011362 0.85835 16329
159.52 0.0011501 0.86816 16325
159.64 0.0011641 0.87807 16322
159.76 0.0011782 0.88807 16319
159.88 0.0011925 0.89816 16316
160 0.0012069 0.90835 16313
160.1 1.22E-03 0.91691 1.63E+04
160.2 1.23E-03 0.92554 1.63E+04
160.3 1.24E-03 0.93424 1.63E+04
160.4 1.26E-03 0.94301 1.63E+04
160.5 1.27E-03 0.95184 1.63E+04
160.6 1.28E-03 0.96075 1.63E+04
160.7 1.29E-03 0.96972 1.63E+04
160.8 1.31E-03 0.97877 1.63E+04
160.9 1.32E-03 0.98788 1.63E+04
161 1.33E-03 0.99707 1.63E+04
161.1 1.35E-03 1.0063 1.63E+04
161.2 1.36E-03 1.0157 1.63E+04
161.3 1.37E-03 1.0251 1.63E+04
161.4 1.39E-03 1.0345 1.63E+04
161.5 1.40E-03 1.0441 1.63E+04
161.6 1.41E-03 1.0537 1.63E+04
161.7 1.43E-03 1.0634 1.63E+04
161.8 1.44E-03 1.0732 1.63E+04
161.9 1.46E-03 1.083 1.63E+04
162 1.47E-03 1.093 1.63E+04
162.1 1.48E-03 1.103 1.63E+04
162.2 1.50E-03 1.113 1.63E+04
162.3 1.51E-03 1.1232 1.63E+04
162.4 1.53E-03 1.1334 1.62E+04
162.5 1.54E-03 1.1437 1.62E+04
162.6 1.56E-03 1.1541 1.62E+04
162.7 1.57E-03 1.1646 1.62E+04
162.8 1.59E-03 1.1751 1.62E+04
162.9 1.60E-03 1.1858 1.62E+04
163 1.62E-03 1.1965 1.62E+04
163.1 1.63E-03 1.2073 1.62E+04
163.2 1.65E-03 1.2181 1.62E+04
163.3 1.67E-03 1.2291 1.62E+04
163.4 1.68E-03 1.2401 1.62E+04
163.5 1.70E-03 1.2512 1.62E+04
163.6 1.71E-03 1.2624 1.62E+04
163.7 1.73E-03 1.2737 1.62E+04
163.8 1.75E-03 1.2851 1.62E+04
163.9 1.76E-03 1.2965 1.62E+04
164 1.78E-03 1.3081 1.62E+04
164.1 1.80E-03 1.3197 1.62E+04
164.2 1.81E-03 1.3314 1.62E+04
164.3 1.83E-03 1.3432 1.62E+04
164.4 1.85E-03 1.3551 1.62E+04
164.5 1.87E-03 1.3671 1.62E+04
164.6 1.88E-03 1.3791 1.62E+04
164.7 1.90E-03 1.3913 1.62E+04
164.8 1.92E-03 1.4035 1.62E+04
164.9 1.94E-03 1.4159 1.62E+04
165 1.96E-03 1.4283 1.62E+04
165.1 1.97E-03 1.4408 1.62E+04
165.2 1.99E-03 1.4534 1.62E+04
165.3 2.01E-03 1.4661 1.62E+04
165.4 2.03E-03 1.4789 1.62E+04
165.5 2.05E-03 1.4917 1.62E+04
165.6 2.07E-03 1.5047 1.62E+04
165.7 2.09E-03 1.5178 1.62E+04
165.8 2.11E-03 1.5309 1.62E+04
165.9 2.13E-03 1.5442 1.62E+04
166 2.15E-03 1.5575 1.62E+04
166.1 2.17E-03 1.571 1.62E+04
166.2 2.19E-03 1.5845 1.61E+04
166.3 2.21E-03 1.5982 1.61E+04
166.4 2.23E-03 1.6119 1.61E+04
166.5 2.25E-03 1.6257 1.61E+04
166.6 2.27E-03 1.6397 1.61E+04
166.7 2.29E-03 1.6537 1.61E+04
166.8 2.31E-03 1.6679 1.61E+04
166.9 2.33E-03 1.6821 1.61E+04
167 2.35E-03 1.6964 1.61E+04
167.1 2.37E-03 1.7109 1.61E+04
167.2 2.39E-03 1.7254 1.61E+04
167.3 2.42E-03 1.74 1.61E+04
167.4 2.44E-03 1.7548 1.61E+04
167.5 2.46E-03 1.7696 1.61E+04
167.6 2.48E-03 1.7846 1.61E+04
167.7 2.50E-03 1.7997 1.61E+04
167.8 2.53E-03 1.8148 1.61E+04
167.9 2.55E-03 1.8301 1.61E+04
168 2.57E-03 1.8455 1.61E+04
168.1 2.60E-03 1.8609 1.61E+04
168.2 2.62E-03 1.8765 1.61E+04
168.3 2.64E-03 1.8922 1.61E+04
168.4 2.67E-03 1.908 1.61E+04
168.5 2.69E-03 1.924 1.61E+04
168.6 2.71E-03 1.94 1.61E+04
168.7 2.74E-03 1.9561 1.61E+04
168.8 2.76E-03 1.9724 1.61E+04
168.9 2.79E-03 1.9887 1.61E+04
169 2.81E-03 2.0052 1.61E+04
169.1 2.84E-03 2.0218 1.61E+04
169.2 2.86E-03 2.0385 1.61E+04
169.3 2.89E-03 2.0553 1.61E+04
169.4 2.91E-03 2.0723 1.61E+04
169.5 2.94E-03 2.0893 1.61E+04
169.6 2.96E-03 2.1065 1.61E+04
169.7 2.99E-03 2.1238 1.61E+04
169.8 3.02E-03 2.1411 1.61E+04
