#T = 293.15 K
#pressure (bar)	loading(mmol/g)
0.98953298	2.97398555
1.95822787	3.05621316
2.90622480	3.10165392
3.83365865	3.13101919
4.74065870	3.15735519
5.62734824	3.17548589
6.49384415	3.19208396
7.34025636	3.20859826
8.16668728	3.22246640
8.97323111	3.23108266
21.34260130	3.32520253
24.32224251	3.34249005
25.09630943	3.34499241
