"Temperature_(K)" "Pressure_(MPa)" "Vap._Density_(mol/m3)" "Liq._Density_(mol/m3)"
100 0.000011081 0.013327 21316
100.1 0.000011317 0.013598 21312
100.2 0.000011558 0.013873 21309
100.3 0.000011803 0.014154 21305
100.4 0.000012053 0.014439 21301
100.5 0.000012308 0.01473 21298
100.6 0.000012567 0.015025 21294
100.7 0.000012832 0.015326 21290
100.8 0.000013101 0.015632 21287
100.9 0.000013376 0.015944 21283
101 0.000013655 0.016261 21279
101.1 0.00001394 0.016584 21276
101.2 0.00001423 0.016912 21272
101.3 0.000014526 0.017247 21268
101.4 0.000014827 0.017587 21265
101.5 0.000015133 0.017932 21261
101.6 0.000015445 0.018284 21258
101.7 0.000015763 0.018642 21254
101.8 0.000016087 0.019007 21250
101.9 0.000016417 0.019377 21247
102 0.000016752 0.019754 21243
102.1 0.000017094 0.020138 21239
102.2 0.000017442 0.020528 21236
102.3 0.000017797 0.020924 21232
102.4 0.000018158 0.021328 21228
102.5 0.000018525 0.021738 21225
102.6 0.000018899 0.022155 21221
102.7 0.00001928 0.022579 21217
102.8 0.000019667 0.023011 21214
102.9 0.000020062 0.02345 21210
103 0.000020463 0.023896 21207
103.1 0.000020872 0.024349 21203
103.2 0.000021288 0.02481 21199
103.3 0.000021711 0.025279 21196
103.4 0.000022142 0.025756 21192
103.5 0.00002258 0.026241 21188
103.6 0.000023027 0.026733 21185
103.7 0.000023481 0.027234 21181
103.8 0.000023943 0.027743 21177
103.9 0.000024413 0.028261 21174
104 0.000024891 0.028787 21170
104.1 0.000025377 0.029321 21166
104.2 0.000025872 0.029865 21163
104.3 0.000026376 0.030417 21159
104.4 0.000026888 0.030978 21155
104.5 0.00002741 0.031548 21152
104.6 0.00002794 0.032128 21148
104.7 0.000028479 0.032717 21144
104.8 0.000029028 0.033315 21141
104.9 0.000029586 0.033923 21137
105 0.000030153 0.034541 21134
105.1 0.00003073 0.035168 21130
105.2 0.000031317 0.035806 21126
105.3 0.000031914 0.036454 21123
105.4 0.000032521 0.037112 21119
105.5 0.000033138 0.03778 21115
105.6 0.000033766 0.038459 21112
105.7 0.000034404 0.039149 21108
105.8 0.000035053 0.03985 21104
105.9 0.000035712 0.040562 21101
106 0.000036383 0.041284 21097
106.1 0.000037065 0.042019 21093
106.2 0.000037758 0.042764 21090
106.3 0.000038463 0.043521 21086
106.4 0.000039179 0.04429 21082
106.5 0.000039907 0.045071 21079
106.6 0.000040647 0.045864 21075
106.7 0.0000414 0.046669 21072
106.8 0.000042164 0.047487 21068
106.9 0.000042941 0.048317 21064
107 0.000043731 0.049159 21061
107.1 0.000044534 0.050015 21057
107.2 0.00004535 0.050884 21053
107.3 0.000046179 0.051766 21050
107.4 0.000047021 0.052661 21046
107.5 0.000047877 0.05357 21042
107.6 0.000048747 0.054492 21039
107.7 0.000049631 0.055429 21035
107.8 0.000050528 0.056379 21031
107.9 0.000051441 0.057344 21028
108 0.000052368 0.058323 21024
108.1 0.000053309 0.059317 21020
108.2 0.000054266 0.060326 21017
108.3 0.000055237 0.06135 21013
108.4 0.000056225 0.062388 21009
108.5 0.000057227 0.063443 21006
108.6 0.000058246 0.064512 21002
108.7 0.00005928 0.065598 20998
108.8 0.000060331 0.066699 20995
108.9 0.000061398 0.067817 20991
109 0.000062482 0.068951 20988
109.1 0.000063583 0.070101 20984
109.2 0.0000647 0.071268 20980
109.3 0.000065836 0.072453 20977
109.4 0.000066988 0.073654 20973
109.5 0.000068159 0.074873 20969
109.6 0.000069347 0.076109 20966
109.7 0.000070554 0.077363 20962
109.8 0.00007178 0.078635 20958
109.9 0.000073024 0.079925 20955
110 0.000074287 0.081234 20951
110.1 0.000075569 0.082562 20947
110.2 0.000076871 0.083908 20944
110.3 0.000078193 0.085273 20940
110.4 0.000079535 0.086658 20936
110.5 0.000080897 0.088062 20933
110.6 0.000082279 0.089487 20929
110.7 0.000083683 0.090931 20925
110.8 0.000085107 0.092395 20922
110.9 0.000086553 0.09388 20918
111 0.00008802 0.095386 20914
111.1 0.000089509 0.096913 20911
111.2 0.000091021 0.098461 20907
111.3 0.000092554 0.10003 20903
111.4 0.000094111 0.10162 20900
111.5 0.000095691 0.10323 20896
111.6 0.000097294 0.10487 20892
111.7 0.00009892 0.10653 20889
111.8 0.00010057 0.10821 20885
111.9 0.00010225 0.10991 20881
112 0.00010394 0.11164 20878
112.1 0.00010567 0.11339 20874
112.2 0.00010742 0.11516 20871
112.3 0.00010919 0.11696 20867
112.4 0.00011099 0.11879 20863
112.5 0.00011282 0.12063 20860
112.6 0.00011467 0.12251 20856
112.7 0.00011655 0.1244 20852
112.8 0.00011846 0.12633 20849
112.9 0.00012039 0.12828 20845
113 0.00012235 0.13025 20841
113.1 0.00012434 0.13225 20838
113.2 0.00012636 0.13428 20834
113.3 0.00012841 0.13633 20830
113.4 0.00013048 0.13842 20827
113.5 0.00013259 0.14053 20823
113.6 0.00013472 0.14266 20819
113.7 0.00013689 0.14483 20816
113.8 0.00013908 0.14702 20812
113.9 0.00014131 0.14925 20808
114 0.00014357 0.1515 20805
114.1 0.00014586 0.15378 20801
114.2 0.00014818 0.15609 20797
114.3 0.00015053 0.15843 20794
114.4 0.00015292 0.1608 20790
114.5 0.00015534 0.1632 20786
114.6 0.00015779 0.16564 20783
114.7 0.00016027 0.1681 20779
114.8 0.0001628 0.1706 20775
114.9 0.00016535 0.17312 20772
115 0.00016794 0.17568 20768
115.1 0.00017057 0.17828 20764
115.2 0.00017323 0.1809 20761
115.3 0.00017593 0.18356 20757
115.4 0.00017866 0.18625 20753
115.5 0.00018144 0.18898 20750
115.6 0.00018425 0.19174 20746
115.7 0.00018709 0.19454 20742
115.8 0.00018998 0.19737 20739
115.9 0.00019291 0.20024 20735
116 0.00019587 0.20314 20731
116.1 0.00019888 0.20608 20728
116.2 0.00020192 0.20905 20724
116.3 0.00020501 0.21207 20720
116.4 0.00020813 0.21512 20717
116.5 0.0002113 0.2182 20713
116.6 0.00021451 0.22133 20709
116.7 0.00021776 0.2245 20706
116.8 0.00022106 0.2277 20702
116.9 0.0002244 0.23094 20698
117 0.00022778 0.23422 20695
117.1 0.00023121 0.23755 20691
117.2 0.00023468 0.24091 20687
117.3 0.0002382 0.24431 20684
117.4 0.00024176 0.24776 20680
117.5 0.00024537 0.25125 20676
117.6 0.00024903 0.25477 20673
117.7 0.00025274 0.25835 20669
117.8 0.00025649 0.26196 20665
117.9 0.00026029 0.26562 20662
118 0.00026414 0.26932 20658
118.1 0.00026804 0.27307 20654
118.2 0.00027199 0.27686 20650
118.3 0.00027599 0.28069 20647
118.4 0.00028004 0.28458 20643
118.5 0.00028415 0.2885 20639
118.6 0.0002883 0.29248 20636
118.7 0.00029251 0.2965 20632
118.8 0.00029678 0.30057 20628
118.9 0.00030109 0.30468 20625
119 0.00030546 0.30885 20621
119.1 0.00030989 0.31306 20617
119.2 0.00031437 0.31733 20614
119.3 0.00031891 0.32164 20610
119.4 0.0003235 0.326 20606
119.5 0.00032816 0.33041 20603
119.6 0.00033287 0.33488 20599
119.7 0.00033764 0.33939 20595
119.8 0.00034246 0.34396 20592
119.9 0.00034735 0.34858 20588
120 0.0003523 0.35326 20584
120.1 0.00035731 0.35798 20581
120.2 0.00036238 0.36276 20577
120.3 0.00036752 0.3676 20573
120.4 0.00037272 0.37249 20570
120.5 0.00037798 0.37744 20566
120.6 0.0003833 0.38244 20562
120.7 0.00038869 0.3875 20559
120.8 0.00039415 0.39262 20555
120.9 0.00039967 0.39779 20551
121 0.00040526 0.40302 20547
121.1 0.00041092 0.40831 20544
121.2 0.00041664 0.41366 20540
121.3 0.00042244 0.41907 20536
121.4 0.0004283 0.42454 20533
121.5 0.00043424 0.43008 20529
121.6 0.00044025 0.43567 20525
121.7 0.00044632 0.44132 20522
121.8 0.00045247 0.44704 20518
121.9 0.0004587 0.45282 20514
122 0.000465 0.45866 20511
122.1 0.00047137 0.46457 20507
122.2 0.00047782 0.47054 20503
122.3 0.00048434 0.47658 20500
122.4 0.00049094 0.48269 20496
122.5 0.00049762 0.48886 20492
122.6 0.00050438 0.4951 20488
122.7 0.00051122 0.5014 20485
122.8 0.00051814 0.50778 20481
122.9 0.00052513 0.51422 20477
123 0.00053221 0.52073 20474
123.1 0.00053938 0.52731 20470
123.2 0.00054662 0.53397 20466
123.3 0.00055395 0.54069 20463
123.4 0.00056136 0.54749 20459
123.5 0.00056886 0.55436 20455
123.6 0.00057645 0.5613 20452
123.7 0.00058412 0.56831 20448
123.8 0.00059189 0.5754 20444
123.9 0.00059974 0.58257 20441
124 0.00060768 0.58981 20437
124.1 0.00061571 0.59713 20433
124.2 0.00062383 0.60452 20429
124.3 0.00063204 0.61199 20426
124.4 0.00064035 0.61954 20422
124.5 0.00064875 0.62717 20418
124.6 0.00065725 0.63488 20415
124.7 0.00066584 0.64267 20411
124.8 0.00067453 0.65054 20407
124.9 0.00068332 0.65849 20404
125 0.0006922 0.66653 20400
125.1 0.00070119 0.67464 20396
125.2 0.00071027 0.68284 20392
125.3 0.00071946 0.69113 20389
125.4 0.00072875 0.6995 20385
125.5 0.00073814 0.70795 20381
125.6 0.00074763 0.7165 20378
125.7 0.00075723 0.72513 20374
125.8 0.00076694 0.73384 20370
125.9 0.00077675 0.74265 20367
126 0.00078667 0.75154 20363
126.1 0.0007967 0.76053 20359
126.2 0.00080684 0.76961 20355
126.3 0.00081709 0.77877 20352
126.4 0.00082746 0.78803 20348
126.5 0.00083793 0.79738 20344
126.6 0.00084852 0.80683 20341
126.7 0.00085923 0.81637 20337
126.8 0.00087005 0.82601 20333
126.9 0.00088098 0.83574 20330
127 0.00089204 0.84557 20326
127.1 0.00090321 0.85549 20322
127.2 0.0009145 0.86552 20318
127.3 0.00092592 0.87564 20315
127.4 0.00093746 0.88586 20311
127.5 0.00094912 0.89619 20307
127.6 0.0009609 0.90661 20304
127.7 0.00097281 0.91714 20300
127.8 0.00098485 0.92777 20296
127.9 0.00099701 0.9385 20292
128 0.0010093 0.94934 20289
128.1 0.0010217 0.96028 20285
128.2 0.0010343 0.97133 20281
128.3 0.001047 0.98249 20278
128.4 0.0010598 0.99375 20274
128.5 0.0010727 1.0051 20270
128.6 0.0010858 1.0166 20266
128.7 0.001099 1.0282 20263
128.8 0.0011124 1.0399 20259
128.9 0.0011259 1.0517 20255
129 0.0011395 1.0636 20252
129.1 0.0011533 1.0757 20248
129.2 0.0011673 1.0878 20244
129.3 0.0011813 1.1001 20240
129.4 0.0011955 1.1125 20237
129.5 0.0012099 1.125 20233
129.6 0.0012244 1.1376 20229
129.7 0.0012391 1.1504 20226
129.8 0.0012539 1.1632 20222
129.9 0.0012688 1.1762 20218
130 0.0012839 1.1893 20214
130.1 0.0012992 1.2025 20211
130.2 0.0013146 1.2159 20207
130.3 0.0013302 1.2294 20203
130.4 0.0013459 1.243 20200
130.5 0.0013618 1.2567 20196
130.6 0.0013778 1.2705 20192
130.7 0.001394 1.2845 20188
130.8 0.0014104 1.2986 20185
130.9 0.0014269 1.3129 20181
131 0.0014436 1.3272 20177
131.1 0.0014605 1.3417 20174
131.2 0.0014775 1.3564 20170
131.3 0.0014947 1.3711 20166
131.4 0.0015121 1.386 20162
131.5 0.0015297 1.4011 20159
131.6 0.0015474 1.4162 20155
131.7 0.0015653 1.4315 20151
131.8 0.0015834 1.447 20147
131.9 0.0016016 1.4626 20144
132 0.00162 1.4783 20140
132.1 0.0016386 1.4942 20136
132.2 0.0016574 1.5102 20133
132.3 0.0016764 1.5263 20129
132.4 0.0016955 1.5426 20125
132.5 0.0017149 1.5591 20121
132.6 0.0017344 1.5756 20118
132.7 0.0017541 1.5924 20114
132.8 0.001774 1.6093 20110
132.9 0.0017941 1.6263 20106
133 0.0018144 1.6435 20103
133.1 0.0018349 1.6608 20099
133.2 0.0018556 1.6783 20095
133.3 0.0018765 1.6959 20092
133.4 0.0018976 1.7137 20088
133.5 0.0019189 1.7317 20084
133.6 0.0019403 1.7498 20080
133.7 0.001962 1.768 20077
133.8 0.0019839 1.7865 20073
133.9 0.002006 1.805 20069
134 0.0020283 1.8238 20065
134.1 0.0020509 1.8427 20062
134.2 0.0020736 1.8617 20058
134.3 0.0020965 1.881 20054
134.4 0.0021197 1.9004 20050
134.5 0.0021431 1.9199 20047
134.6 0.0021667 1.9397 20043
134.7 0.0021905 1.9596 20039
134.8 0.0022145 1.9796 20036
134.9 0.0022388 1.9999 20032
135 0.0022633 2.0203 20028
135.1 0.002288 2.0409 20024
135.2 0.0023129 2.0616 20021
135.3 0.0023381 2.0825 20017
135.4 0.0023635 2.1036 20013
135.5 0.0023891 2.1249 20009
135.6 0.002415 2.1464 20006
135.7 0.0024411 2.168 20002
135.8 0.0024675 2.1898 19998
135.9 0.0024941 2.2119 19994
136 0.0025209 2.234 19991
136.1 0.002548 2.2564 19987
136.2 0.0025753 2.279 19983
136.3 0.0026028 2.3017 19979
136.4 0.0026306 2.3246 19976
136.5 0.0026587 2.3478 19972
136.6 0.002687 2.3711 19968
136.7 0.0027156 2.3946 19964
136.8 0.0027444 2.4183 19961
136.9 0.0027735 2.4422 19957
137 0.0028029 2.4662 19953
137.1 0.0028325 2.4905 19949
137.2 0.0028623 2.515 19946
137.3 0.0028925 2.5397 19942
137.4 0.0029229 2.5646 19938
137.5 0.0029535 2.5896 19934
137.6 0.0029845 2.6149 19931
137.7 0.0030157 2.6404 19927
137.8 0.0030472 2.6661 19923
137.9 0.003079 2.692 19919
138 0.003111 2.7181 19916
138.1 0.0031433 2.7444 19912
138.2 0.003176 2.7709 19908
138.3 0.0032089 2.7976 19904
138.4 0.003242 2.8246 19901
138.5 0.0032755 2.8517 19897
138.6 0.0033093 2.8791 19893
138.7 0.0033433 2.9067 19889
138.8 0.0033777 2.9345 19886
138.9 0.0034123 2.9625 19882
139 0.0034473 2.9908 19878
139.1 0.0034825 3.0193 19874
139.2 0.003518 3.0479 19871
139.3 0.0035539 3.0769 19867
139.4 0.0035901 3.106 19863
139.5 0.0036265 3.1354 19859
139.6 0.0036633 3.165 19855
139.7 0.0037004 3.1948 19852
139.8 0.0037378 3.2248 19848
139.9 0.0037755 3.2551 19844
140 0.0038136 3.2857 19840
140.1 0.0038519 3.3164 19837
140.2 0.0038906 3.3474 19833
140.3 0.0039296 3.3786 19829
140.4 0.003969 3.4101 19825
140.5 0.0040086 3.4418 19822
140.6 0.0040486 3.4738 19818
140.7 0.004089 3.506 19814
140.8 0.0041296 3.5384 19810
140.9 0.0041707 3.5711 19806
141 0.004212 3.604 19803
141.1 0.0042537 3.6372 19799
141.2 0.0042958 3.6707 19795
141.3 0.0043381 3.7043 19791
141.4 0.0043809 3.7383 19788
141.5 0.004424 3.7725 19784
141.6 0.0044674 3.8069 19780
141.7 0.0045112 3.8416 19776
141.8 0.0045554 3.8766 19773
141.9 0.0045999 3.9118 19769
142 0.0046448 3.9473 19765
142.1 0.0046901 3.9831 19761
142.2 0.0047357 4.0191 19757
142.3 0.0047817 4.0554 19754
142.4 0.004828 4.0919 19750
142.5 0.0048748 4.1288 19746
142.6 0.0049219 4.1659 19742
142.7 0.0049694 4.2032 19739
142.8 0.0050173 4.2409 19735
142.9 0.0050655 4.2788 19731
143 0.0051142 4.317 19727
143.1 0.0051632 4.3554 19723
143.2 0.0052127 4.3942 19720
143.3 0.0052625 4.4332 19716
143.4 0.0053127 4.4725 19712
143.5 0.0053634 4.5121 19708
143.6 0.0054144 4.552 19704
143.7 0.0054658 4.5922 19701
143.8 0.0055177 4.6326 19697
143.9 0.0055699 4.6734 19693
144 0.0056226 4.7144 19689
144.1 0.0056757 4.7558 19686
144.2 0.0057292 4.7974 19682
144.3 0.0057831 4.8393 19678
144.4 0.0058374 4.8815 19674
144.5 0.0058922 4.9241 19670
144.6 0.0059474 4.9669 19667
144.7 0.006003 5.01 19663
144.8 0.0060591 5.0535 19659
144.9 0.0061155 5.0972 19655
145 0.0061725 5.1412 19651
145.1 0.0062298 5.1856 19648
145.2 0.0062876 5.2303 19644
145.3 0.0063459 5.2753 19640
145.4 0.0064046 5.3206 19636
145.5 0.0064638 5.3662 19632
145.6 0.0065234 5.4121 19629
145.7 0.0065834 5.4583 19625
145.8 0.006644 5.5049 19621
145.9 0.0067049 5.5518 19617
146 0.0067664 5.599 19613
146.1 0.0068283 5.6466 19610
146.2 0.0068907 5.6944 19606
146.3 0.0069536 5.7426 19602
146.4 0.0070169 5.7912 19598
146.5 0.0070807 5.84 19594
146.6 0.007145 5.8892 19591
146.7 0.0072098 5.9388 19587
146.8 0.0072751 5.9886 19583
146.9 0.0073408 6.0389 19579
147 0.0074071 6.0894 19575
147.1 0.0074738 6.1403 19572
147.2 0.0075411 6.1915 19568
147.3 0.0076088 6.2431 19564
147.4 0.0076771 6.2951 19560
147.5 0.0077458 6.3474 19556
147.6 0.0078151 6.4 19553
147.7 0.0078848 6.453 19549
147.8 0.0079551 6.5063 19545
147.9 0.008026 6.56 19541
148 0.0080973 6.6141 19537
148.1 0.0081691 6.6685 19533
148.2 0.0082415 6.7233 19530
148.3 0.0083144 6.7784 19526
148.4 0.0083879 6.8339 19522
148.5 0.0084619 6.8898 19518
148.6 0.0085364 6.946 19514
148.7 0.0086114 7.0027 19511
148.8 0.0086871 7.0596 19507
148.9 0.0087632 7.117 19503
149 0.0088399 7.1747 19499
149.1 0.0089172 7.2329 19495
149.2 0.008995 7.2914 19491
149.3 0.0090734 7.3502 19488
149.4 0.0091523 7.4095 19484
149.5 0.0092318 7.4691 19480
149.6 0.0093119 7.5292 19476
149.7 0.0093926 7.5896 19472
149.8 0.0094738 7.6504 19468
149.9 0.0095556 7.7116 19465
150 0.009638 7.7732 19461
150.1 0.009721 7.8352 19457
150.2 0.0098045 7.8976 19453
150.3 0.0098887 7.9604 19449
150.4 0.0099734 8.0236 19446
150.5 0.010059 8.0872 19442
150.6 0.010145 8.1512 19438
150.7 0.010231 8.2156 19434
150.8 0.010318 8.2804 19430
150.9 0.010406 8.3457 19426
151 0.010495 8.4113 19423
151.1 0.010584 8.4774 19419
151.2 0.010673 8.5438 19415
151.3 0.010764 8.6107 19411
151.4 0.010854 8.6781 19407
151.5 0.010946 8.7458 19403
151.6 0.011038 8.814 19400
151.7 0.011131 8.8826 19396
151.8 0.011224 8.9516 19392
151.9 0.011318 9.021 19388
152 0.011413 9.0909 19384
152.1 0.011508 9.1612 19380
152.2 0.011604 9.232 19376
152.3 0.011701 9.3032 19373
152.4 0.011798 9.3748 19369
152.5 0.011896 9.4469 19365
152.6 0.011995 9.5194 19361
152.7 0.012094 9.5924 19357
152.8 0.012194 9.6658 19353
152.9 0.012295 9.7396 19350
153 0.012396 9.8139 19346
153.1 0.012499 9.8887 19342
153.2 0.012601 9.9639 19338
153.3 0.012705 10.04 19334
153.4 0.012809 10.116 19330
153.5 0.012914 10.192 19326
153.6 0.013019 10.269 19323
153.7 0.013125 10.347 19319
153.8 0.013232 10.425 19315
153.9 0.01334 10.503 19311
154 0.013448 10.582 19307
154.1 0.013558 10.662 19303
154.2 0.013667 10.742 19299
154.3 0.013778 10.822 19296
154.4 0.013889 10.903 19292
154.5 0.014001 10.984 19288
154.6 0.014114 11.066 19284
154.7 0.014228 11.148 19280
154.8 0.014342 11.231 19276
154.9 0.014457 11.314 19272
155 0.014573 11.398 19269
155.1 0.014689 11.483 19265
155.2 0.014806 11.567 19261
155.3 0.014924 11.653 19257
155.4 0.015043 11.738 19253
155.5 0.015163 11.825 19249
155.6 0.015283 11.911 19245
155.7 0.015404 11.999 19242
155.8 0.015526 12.086 19238
155.9 0.015649 12.175 19234
156 0.015772 12.264 19230
156.1 0.015897 12.353 19226
156.2 0.016022 12.443 19222
156.3 0.016148 12.533 19218
156.4 0.016274 12.624 19214
156.5 0.016402 12.715 19211
156.6 0.01653 12.807 19207
156.7 0.016659 12.9 19203
156.8 0.016789 12.993 19199
156.9 0.01692 13.086 19195
157 0.017052 13.181 19191
157.1 0.017184 13.275 19187
157.2 0.017317 13.37 19183
157.3 0.017451 13.466 19180
157.4 0.017586 13.562 19176
157.5 0.017722 13.659 19172
157.6 0.017859 13.756 19168
157.7 0.017996 13.854 19164
157.8 0.018135 13.953 19160
157.9 0.018274 14.052 19156
158 0.018414 14.151 19152
158.1 0.018555 14.251 19148
158.2 0.018697 14.352 19145
158.3 0.01884 14.453 19141
158.4 0.018983 14.555 19137
158.5 0.019128 14.658 19133
158.6 0.019273 14.76 19129
158.7 0.01942 14.864 19125
158.8 0.019567 14.968 19121
158.9 0.019715 15.073 19117
159 0.019864 15.178 19113
159.1 0.020014 15.284 19110
159.2 0.020165 15.39 19106
159.3 0.020317 15.497 19102
159.4 0.020469 15.605 19098
159.5 0.020623 15.713 19094
159.6 0.020777 15.822 19090
159.7 0.020933 15.931 19086
159.8 0.021089 16.041 19082
159.9 0.021247 16.152 19078
160 0.021405 16.263 19074
160.1 0.021565 16.375 19071
160.2 0.021725 16.487 19067
160.3 0.021886 16.6 19063
160.4 0.022048 16.714 19059
160.5 0.022211 16.828 19055
160.6 0.022376 16.943 19051
160.7 0.022541 17.058 19047
160.8 0.022707 17.174 19043
160.9 0.022874 17.291 19039
161 0.023042 17.408 19035
161.1 0.023211 17.526 19032
161.2 0.023381 17.645 19028
161.3 0.023552 17.764 19024
161.4 0.023725 17.884 19020
161.5 0.023898 18.005 19016
161.6 0.024072 18.126 19012
161.7 0.024247 18.248 19008
161.8 0.024423 18.37 19004
161.9 0.024601 18.493 19000
162 0.024779 18.617 18996
162.1 0.024958 18.741 18992
162.2 0.025139 18.866 18988
162.3 0.02532 18.992 18985
162.4 0.025502 19.118 18981
162.5 0.025686 19.245 18977
162.6 0.025871 19.373 18973
162.7 0.026056 19.501 18969
162.8 0.026243 19.63 18965
162.9 0.026431 19.76 18961
163 0.02662 19.89 18957
163.1 0.02681 20.022 18953
163.2 0.027001 20.153 18949
163.3 0.027193 20.286 18945
163.4 0.027386 20.419 18941
163.5 0.027581 20.553 18937
163.6 0.027776 20.687 18933
163.7 0.027973 20.822 18930
163.8 0.028171 20.958 18926
163.9 0.02837 21.095 18922
164 0.02857 21.232 18918
164.1 0.028771 21.37 18914
164.2 0.028973 21.508 18910
164.3 0.029177 21.648 18906
164.4 0.029381 21.788 18902
164.5 0.029587 21.929 18898
164.6 0.029794 22.07 18894
164.7 0.030002 22.212 18890
164.8 0.030211 22.355 18886
164.9 0.030421 22.499 18882
165 0.030633 22.643 18878
165.1 0.030846 22.788 18874
165.2 0.03106 22.934 18870
165.3 0.031275 23.081 18866
165.4 0.031491 23.228 18862
165.5 0.031709 23.376 18859
165.6 0.031927 23.525 18855
165.7 0.032147 23.674 18851
165.8 0.032368 23.825 18847
165.9 0.032591 23.976 18843
166 0.032814 24.127 18839
166.1 0.033039 24.28 18835
166.2 0.033265 24.433 18831
166.3 0.033492 24.587 18827
166.4 0.033721 24.742 18823
166.5 0.033951 24.898 18819
166.6 0.034182 25.054 18815
166.7 0.034414 25.211 18811
166.8 0.034648 25.369 18807
166.9 0.034882 25.528 18803
167 0.035119 25.687 18799
167.1 0.035356 25.847 18795
167.2 0.035595 26.008 18791
167.3 0.035835 26.17 18787
167.4 0.036076 26.332 18783
167.5 0.036318 26.496 18779
167.6 0.036562 26.66 18775
167.7 0.036807 26.825 18771
167.8 0.037054 26.99 18767
167.9 0.037302 27.157 18763
168 0.037551 27.324 18759
168.1 0.037801 27.492 18755
168.2 0.038053 27.661 18752
168.3 0.038306 27.831 18748
168.4 0.038561 28.002 18744
168.5 0.038816 28.173 18740
168.6 0.039074 28.345 18736
168.7 0.039332 28.518 18732
168.8 0.039592 28.692 18728
168.9 0.039853 28.867 18724
169 0.040116 29.042 18720
169.1 0.04038 29.218 18716
169.2 0.040645 29.396 18712
169.3 0.040912 29.573 18708
169.4 0.04118 29.752 18704
169.5 0.04145 29.932 18700
169.6 0.041721 30.113 18696
